Surface,Local,Visitante,W_OR_L,1_M W%,1_SPW,1_Ace%,1_DF%,1_DF/2s,1_1stIn,1_1st%,1_2nd%,1_2%-InP,1_Hld%,1_RPW,1_vAce%,1_vDF%,1_v1st%,1_v2nd%,1_Brk%,1_BPConv%,1_BPChnc,1_BP/M,1_Bks/S,1_Bks/M,1_BPSvd%,1_Bkn/S,1_TPW%,1_TB W%,1_S W%,1_G W%,2_M W%,2_SPW,2_Ace%,2_DF%,2_DF/2s,2_1stIn,2_1st%,2_2nd%,2_2%-InP,2_Hld%,2_RPW,2_vAce%,2_vDF%,2_v1st%,2_v2nd%,2_Brk%,2_BPConv%,2_BPChnc,2_BP/M,2_Bks/S,2_Bks/M,2_BPSvd%,2_Bkn/S,2_TPW%,2_TB W%,2_S W%,2_G W%
Hard,Benjamin Bonzi,David Goffin,1,50.0,64.7,8.2,2.0,5.7,63.9,71.7,52.1,55.3,77.9,36.7,8.0,2.8,31.1,46.9,20.3,37.9,66,6.6,1.04,2.5,66.3,1.13,50.3,57.1,50.0,49.0,60.0,60.3,6.3,3.9,9.9,60.7,68.6,47.5,52.8,73.7,39.2,8.7,3.2,30.1,52.2,27.8,39.1,215,8.6,1.31,3.4,60.7,1.23,50.0,50.0,53.1,50.7
Hard,Nuno Borges,Jordan Thompson,1,44.8,62.7,8.0,4.0,10.1,60.9,71.4,49.1,54.6,75.7,37.2,7.8,4.4,26.4,53.9,19.9,36.0,203,7.0,0.96,2.5,56.7,1.16,49.7,52.9,46.1,47.6,63.6,66.0,10.1,1.4,3.5,59.7,74.3,53.7,55.7,81.9,37.5,6.6,4.4,30.1,49.4,21.9,39.1,297,6.8,1.05,2.6,64.3,0.87,51.4,75.0,60.9,51.9
Hard,Roberto Carballes Baena,Alejandro Tabilo,1,45.5,63.2,5.4,3.3,8.8,62.6,70.7,50.6,55.5,77.6,37.2,7.2,3.2,28.0,51.6,19.6,34.0,150,6.8,0.93,2.3,60.9,1.07,50.1,50.0,45.5,48.8,48.3,65.6,11.9,3.6,9.9,63.6,75.2,48.8,54.2,82.6,35.0,12.1,4.5,26.1,50.2,17.7,38.1,168,5.8,0.86,2.2,63.2,0.85,50.4,38.9,48.6,50.3
Hard,Flavio Cobolli,Sebastian Baez,1,59.5,61.6,6.9,4.3,9.5,54.5,72.1,49.1,54.2,76.8,35.8,7.6,4.3,26.1,50.4,20.8,41.4,239,6.5,0.98,2.7,65.2,1.08,49.1,70.6,51.5,48.7,26.3,57.3,2.5,2.5,8.8,71.3,61.0,48.2,52.9,66.7,36.3,10.2,3.9,26.7,49.3,18.8,35.0,120,6.3,0.86,2.2,57.6,1.49,47.0,75.0,32.7,42.5
Hard,Francisco Cerundolo,Alexander Bublik,1,48.3,62.4,5.3,4.3,10.9,60.5,70.1,50.6,56.8,78.8,36.2,7.4,3.3,27.1,51.0,21.2,42.6,176,6.1,1.03,2.6,62.9,1.04,49.6,47.4,49.3,50.2,51.6,62.7,13.9,8.4,20.6,59.4,76.1,43.2,54.4,78.2,36.1,6.8,2.9,30.1,45.6,20.0,40.9,176,5.7,0.92,2.3,61.5,1.03,49.7,41.7,47.4,49.4
Hard,Francisco Cerundolo,Alex De Minaur,0,48.3,62.4,5.3,4.3,10.9,60.5,70.1,50.6,56.8,78.8,36.2,7.4,3.3,27.1,51.0,21.2,42.6,176,6.1,1.03,2.6,62.9,1.04,49.6,47.4,49.3,50.2,66.7,64.8,7.0,3.5,7.7,54.4,73.5,54.3,58.9,82.4,40.4,6.8,3.4,30.5,55.0,27.6,45.2,334,7.4,1.28,3.4,62.2,0.81,52.2,63.6,62.7,54.8
Hard,Francisco Cerundolo,Fabian Marozsan,1,48.3,62.4,5.3,4.3,10.9,60.5,70.1,50.6,56.8,78.8,36.2,7.4,3.3,27.1,51.0,21.2,42.6,176,6.1,1.03,2.6,62.9,1.04,49.6,47.4,49.3,50.2,51.5,62.1,5.8,3.4,9.9,65.8,69.3,48.4,53.7,75.9,37.3,9.6,4.1,28.1,51.9,23.2,41.0,222,6.7,1.1,2.8,58.1,1.16,50.0,46.7,49.4,49.8
Hard,Flavio Cobolli,Tomas Martin Etcheverry,0,59.5,61.6,6.9,4.3,9.5,54.5,72.1,49.1,54.2,76.8,35.8,7.6,4.3,26.1,50.4,20.8,41.4,239,6.5,0.98,2.7,65.2,1.08,49.1,70.6,51.5,48.7,46.2,64.7,9.5,2.1,6.2,65.4,73.6,47.9,51.1,83.0,34.8,9.3,3.7,23.9,51.7,17.8,34.6,185,7.1,0.91,2.5,65.7,0.87,49.9,45.0,50.0,50.3
Hard,Corentin Moutet,Grigor Dimitrov,1,27.3,57.9,2.4,3.0,8.4,64.9,64.9,44.9,49.1,67.5,37.0,4.8,3.3,31.4,47.0,22.0,38.4,73,6.6,1.08,2.5,55.1,1.54,47.4,37.5,30.8,44.4,73.9,69.6,11.6,4.6,12.2,62.1,80.5,51.6,58.8,87.5,36.9,9.8,3.4,27.7,51.9,20.6,35.9,329,7.2,0.98,2.6,68.1,0.61,52.7,76.0,66.7,54.4
Hard,Luciano Darderi,Pedro Martinez,0,14.3,60.1,8.0,3.9,9.2,57.6,69.4,47.4,52.2,74.1,30.9,14.4,4.0,22.2,45.7,10.7,27.4,62,4.4,0.53,1.2,57.3,1.28,46.1,55.6,21.9,42.3,26.7,58.8,5.0,5.6,15.9,64.7,65.3,46.9,55.7,69.2,35.9,12.4,3.6,24.5,53.7,19.4,40.7,81,5.4,0.92,2.2,50.5,1.44,47.5,33.3,30.6,44.2
Hard,Alejandro Davidovich Fokina,Felix Auger Aliassime,1,50.0,63.4,6.6,3.1,9.4,66.9,69.4,51.5,56.8,80.0,37.2,9.8,3.8,27.8,50.6,22.4,41.3,213,6.7,1.1,2.8,63.6,0.99,50.3,33.3,50.0,51.3,50.0,65.3,11.7,6.0,16.0,62.1,74.1,50.9,60.6,82.7,36.6,7.3,4.1,29.5,48.5,19.9,39.3,183,6.1,0.96,2.4,62.3,0.84,50.7,33.3,50.7,51.4
Hard,Alex De Minaur,Botic Van De Zandschulp,1,66.7,64.8,7.0,3.5,7.7,54.4,73.5,54.3,58.9,82.4,40.4,6.8,3.4,30.5,55.0,27.6,45.2,334,7.4,1.28,3.4,62.2,0.81,52.2,63.6,62.7,54.8,40.0,62.3,6.4,4.4,12.4,64.5,70.8,46.9,53.5,77.1,35.1,8.5,3.6,25.7,50.7,17.8,38.9,162,5.4,0.9,2.1,59.8,1.14,48.8,43.8,41.4,47.2
Hard,Benjamin Bonzi,James Duckworth,1,50.0,64.7,8.2,2.0,5.7,63.9,71.7,52.1,55.3,77.9,36.7,8.0,2.8,31.1,46.9,20.3,37.9,66,6.6,1.04,2.5,66.3,1.13,50.3,57.1,50.0,49.0,31.3,65.5,9.8,3.3,8.3,60.5,74.1,52.4,57.1,80.7,30.5,14.1,2.7,21.7,44.5,10.7,33.3,63,3.9,0.51,1.3,60.8,0.93,48.1,75.0,39.0,45.8
Hard,Alex De Minaur,Jaume Munar,1,66.7,64.8,7.0,3.5,7.7,54.4,73.5,54.3,58.9,82.4,40.4,6.8,3.4,30.5,55.0,27.6,45.2,334,7.4,1.28,3.4,62.2,0.81,52.2,63.6,62.7,54.8,18.2,59.9,4.7,4.4,12.2,63.9,68.7,44.3,50.5,73.2,39.3,7.1,3.4,30.6,52.5,24.0,40.2,87,7.9,1.13,3.2,59.6,1.29,49.4,0.0,35.5,48.8
Hard,Novak Djokovic,James Duckworth,1,76.2,68.9,9.8,3.7,9.7,61.7,77.2,55.5,61.4,87.9,39.9,9.5,3.1,29.7,56.7,25.9,37.7,183,8.7,1.15,3.3,66.7,0.55,54.0,63.6,70.0,57.3,31.3,65.5,9.8,3.3,8.3,60.5,74.1,52.4,57.1,80.7,30.5,14.1,2.7,21.7,44.5,10.7,33.3,63,3.9,0.51,1.3,60.8,0.93,48.1,75.0,39.0,45.8
Hard,Learner Tien,Daniil Medvedev,1,60.0,61.8,4.3,2.1,6.6,67.5,65.7,53.9,57.7,75.4,35.5,9.7,2.0,26.4,52.6,21.0,38.8,67,6.7,0.72,2.6,64.8,0.86,48.8,62.5,50.0,48.4,70.7,63.5,8.2,6.0,15.1,60.3,73.2,48.7,57.4,79.5,40.6,5.7,3.3,32.9,53.6,29.9,42.6,376,9.2,1.43,3.9,61.7,0.96,51.9,73.3,65.2,54.5
Hard,Matteo Arnaldi,Jack Draper,0,54.5,62.3,8.5,3.7,8.4,56.4,72.0,49.8,54.4,78.0,36.5,5.2,2.9,29.8,47.5,21.1,38.6,233,7.1,1.03,2.7,58.5,1.09,49.6,61.1,54.0,49.7,66.7,65.8,10.4,4.3,10.2,57.9,76.9,50.4,56.1,83.9,39.5,7.8,4.0,31.8,51.0,27.4,46.1,284,7.3,1.3,3.4,65.0,0.76,52.5,50.0,64.4,55.7
Hard,Quentin Halys,Adam Walton,1,41.7,65.3,15.5,4.0,9.9,59.3,77.7,47.2,52.3,84.0,31.9,8.4,3.4,23.9,44.0,12.2,37.5,48,4.0,0.6,1.5,72.4,0.8,49.4,50.0,40.0,48.3,11.1,65.5,8.3,2.8,8.1,65.5,74.6,48.3,52.5,82.0,30.6,14.3,2.8,22.4,44.6,9.6,22.0,50,5.6,0.5,1.2,62.3,0.91,47.6,0.0,18.2,45.3
Hard,Novak Djokovic,Tomas Machac,1,76.2,68.9,9.8,3.7,9.7,61.7,77.2,55.5,61.4,87.9,39.9,9.5,3.1,29.7,56.7,25.9,37.7,183,8.7,1.15,3.3,66.7,0.55,54.0,63.6,70.0,57.3,59.0,65.1,7.3,3.6,9.3,61.4,73.4,51.9,57.2,82.8,36.0,9.5,3.3,27.5,48.9,21.5,41.8,239,6.1,1.04,2.6,64.3,0.83,50.7,57.9,60.4,52.2
Hard,Nuno Borges,Carlos Alcaraz,0,44.8,62.7,8.0,4.0,10.1,60.9,71.4,49.1,54.6,75.7,37.2,7.8,4.4,26.4,53.9,19.9,36.0,203,7.0,0.96,2.5,56.7,1.16,49.7,52.9,46.1,47.6,78.4,70.5,7.5,2.4,6.6,64.5,76.6,59.4,63.6,89.0,40.6,6.0,3.3,33.7,53.0,27.8,40.2,286,7.7,1.29,3.1,64.1,0.52,54.4,53.3,73.0,58.5
Hard,Novak Djokovic,Alexander Zverev,0,76.2,68.9,9.8,3.7,9.7,61.7,77.2,55.5,61.4,87.9,39.9,9.5,3.1,29.7,56.7,25.9,37.7,183,8.7,1.15,3.3,66.7,0.55,54.0,63.6,70.0,57.3,75.0,70.2,11.4,2.7,9.1,70.6,76.2,55.9,61.5,90.3,37.2,7.7,2.5,28.9,51.3,21.1,39.2,380,7.3,1.05,2.9,72.3,0.49,53.2,57.6,69.0,55.9
Hard,Mattia Bellucci,Yoshihito Nishioka,0,50.0,65.0,13.0,3.3,9.4,65.0,71.7,52.5,57.9,79.9,33.5,12.8,2.5,26.8,44.8,15.7,33.8,65,5.4,0.73,1.8,68.2,0.93,49.5,66.7,50.0,47.7,54.2,63.1,3.4,1.6,4.2,62.9,68.6,53.8,56.1,79.0,36.1,13.5,3.8,26.3,51.9,21.0,39.2,143,6.0,0.92,2.3,58.6,0.9,49.6,66.7,55.7,49.7
Hard,Jack Draper,Mariano Navone,1,66.7,65.8,10.4,4.3,10.2,57.9,76.9,50.4,56.1,83.9,39.5,7.8,4.0,31.8,51.0,27.4,46.1,284,7.3,1.3,3.4,65.0,0.76,52.5,50.0,64.4,55.7,23.1,60.1,5.4,3.7,8.5,56.9,68.5,49.0,53.5,71.7,34.4,6.9,3.9,26.1,47.9,15.6,34.8,69,5.3,0.75,1.8,61.3,1.34,47.4,40.0,28.1,43.5
Hard,James Duckworth,Adam Walton,1,31.3,65.5,9.8,3.3,8.3,60.5,74.1,52.4,57.1,80.7,30.5,14.1,2.7,21.7,44.5,10.7,33.3,63,3.9,0.51,1.3,60.8,0.93,48.1,75.0,39.0,45.8,11.1,65.5,8.3,2.8,8.1,65.5,74.6,48.3,52.5,82.0,30.6,14.3,2.8,22.4,44.6,9.6,22.0,50,5.6,0.5,1.2,62.3,0.91,47.6,0.0,18.2,45.3
Hard,Tomas Martin Etcheverry,Marcos Giron,0,46.2,64.7,9.5,2.1,6.2,65.4,73.6,47.9,51.1,83.0,34.8,9.3,3.7,23.9,51.7,17.8,34.6,185,7.1,0.91,2.5,65.7,0.87,49.9,45.0,50.0,50.3,50.0,64.6,6.2,2.0,5.3,61.2,73.0,51.2,54.1,80.6,36.7,9.2,3.2,28.6,49.7,20.6,39.3,183,6.1,1.0,2.4,58.2,0.92,50.3,61.5,54.2,50.2
Hard,Alex De Minaur,Alex Michelsen,1,66.7,64.8,7.0,3.5,7.7,54.4,73.5,54.3,58.9,82.4,40.4,6.8,3.4,30.5,55.0,27.6,45.2,334,7.4,1.28,3.4,62.2,0.81,52.2,63.6,62.7,54.8,57.8,63.8,6.5,3.3,9.8,66.2,70.7,50.4,55.8,80.6,37.9,7.9,4.0,29.9,50.5,25.1,43.1,306,6.8,1.14,2.9,62.2,0.9,51.1,48.3,56.0,53.2
Hard,Arthur Fils,Mariano Navone,1,59.5,67.2,10.2,4.3,10.9,60.7,78.3,49.9,56.0,85.1,35.6,9.0,3.1,27.0,50.0,18.4,34.6,237,6.4,0.86,2.2,64.4,0.71,51.0,56.5,55.8,51.8,23.1,60.1,5.4,3.7,8.5,56.9,68.5,49.0,53.5,71.7,34.4,6.9,3.9,26.1,47.9,15.6,34.8,69,5.3,0.75,1.8,61.3,1.34,47.4,40.0,28.1,43.5
Hard,Joao Fonseca,Andrey Rublev,1,87.5,73.0,9.8,1.1,3.7,70.5,77.9,61.3,63.7,91.3,35.4,11.2,4.8,27.3,51.5,22.3,29.2,72,9.0,0.75,2.6,65.2,0.29,53.3,50.0,67.9,56.5,64.0,68.5,11.3,2.9,7.7,62.3,77.1,54.3,58.8,87.6,36.9,11.1,3.8,27.3,52.3,19.9,35.1,367,7.3,0.99,2.6,69.7,0.62,52.3,51.7,60.8,53.9
Hard,Taylor Fritz,Nicolas Jarry,1,66.7,68.6,12.5,2.7,7.0,61.5,76.9,55.3,59.5,88.0,36.3,8.0,4.2,26.9,50.7,21.0,39.1,289,6.9,1.01,2.7,69.9,0.59,52.3,64.7,64.3,54.8,41.7,66.9,12.2,3.2,8.6,62.6,77.6,49.1,53.7,82.6,32.6,8.8,2.7,24.3,46.9,13.0,33.3,129,5.4,0.66,1.8,61.2,0.88,49.6,50.0,44.6,47.6
Hard,Marcos Giron,Jannik Sinner,0,50.0,64.6,6.2,2.0,5.3,61.2,73.0,51.2,54.1,80.6,36.7,9.2,3.2,28.6,49.7,20.6,39.3,183,6.1,1.0,2.4,58.2,0.92,50.3,61.5,54.2,50.2,94.6,71.1,10.4,2.4,6.1,60.8,79.0,58.9,62.7,92.1,41.5,7.3,3.0,32.1,56.8,29.9,41.7,463,8.3,1.38,3.4,76.0,0.38,55.7,83.3,87.1,61.5
Hard,Quentin Halys,Arthur Fils,0,41.7,65.3,15.5,4.0,9.9,59.3,77.7,47.2,52.3,84.0,31.9,8.4,3.4,23.9,44.0,12.2,37.5,48,4.0,0.6,1.5,72.4,0.8,49.4,50.0,40.0,48.3,59.5,67.2,10.2,4.3,10.9,60.7,78.3,49.9,56.0,85.1,35.6,9.0,3.1,27.0,50.0,18.4,34.6,237,6.4,0.86,2.2,64.4,0.71,51.0,56.5,55.8,51.8
Hard,Hubert Hurkacz,Tallon Griekspoor,1,61.8,69.8,15.3,2.4,6.3,62.1,78.8,55.0,58.7,88.8,33.9,8.9,2.7,25.5,48.7,15.6,35.6,208,6.1,0.77,2.2,69.8,0.57,51.6,51.6,58.3,52.8,52.5,68.0,12.5,3.7,11.0,65.8,76.6,51.4,57.8,86.0,31.0,11.5,3.2,23.6,44.3,13.5,38.1,181,4.5,0.68,1.7,63.4,0.7,49.6,50.0,51.5,49.6
Hard,Arthur Fils,Ugo Humbert,0,59.5,67.2,10.2,4.3,10.9,60.7,78.3,49.9,56.0,85.1,35.6,9.0,3.1,27.0,50.0,18.4,34.6,237,6.4,0.86,2.2,64.4,0.71,51.0,56.5,55.8,51.8,69.0,67.6,9.4,2.4,6.8,63.9,74.0,56.3,60.4,87.6,37.0,8.1,3.7,27.5,52.1,23.1,39.4,297,7.1,1.08,2.8,68.0,0.59,52.4,23.1,64.8,55.7
Hard,Cameron Norrie,Marcos Giron,0,61.1,66.2,7.5,2.3,6.5,64.8,72.4,55.0,58.8,84.8,35.9,10.9,3.3,28.6,48.8,21.5,36.2,152,8.4,1.06,3.1,65.5,0.77,51.2,23.1,53.8,53.6,50.0,64.6,6.2,2.0,5.3,61.2,73.0,51.2,54.1,80.6,36.7,9.2,3.2,28.6,49.7,20.6,39.3,183,6.1,1.0,2.4,58.2,0.92,50.3,61.5,54.2,50.2
Hard,Ugo Humbert,Hugo Gaston,1,69.0,67.6,9.4,2.4,6.8,63.9,74.0,56.3,60.4,87.6,37.0,8.1,3.7,27.5,52.1,23.1,39.4,297,7.1,1.08,2.8,68.0,0.59,52.4,23.1,64.8,55.7,40.0,58.5,4.0,3.0,7.4,59.4,65.6,48.0,51.9,69.0,34.6,9.1,3.3,28.1,45.3,17.7,34.7,95,6.3,0.83,2.2,55.1,1.43,46.8,66.7,35.0,43.2
Hard,Sebastian Korda,Aleksandar Vukic,0,63.3,65.3,11.9,2.7,6.7,60.0,74.7,51.2,54.8,81.6,37.7,8.2,4.5,28.3,53.1,23.8,41.2,199,6.6,1.11,2.7,60.7,0.86,51.1,42.9,56.8,52.7,41.7,63.8,12.6,2.4,5.8,58.1,73.7,50.1,53.2,78.3,33.3,9.0,3.6,25.0,46.2,14.9,35.2,125,5.2,0.73,1.8,57.7,1.05,48.6,75.0,43.3,46.3
Hard,Gael Monfils,Daniel Altmaier,1,56.7,65.3,10.8,5.3,13.3,59.8,74.4,51.6,59.5,82.9,36.4,4.5,3.0,31.0,45.7,20.9,38.2,212,7.1,1.01,2.7,65.5,0.84,50.9,61.1,55.0,52.1,42.1,63.6,10.0,3.2,8.6,62.9,72.8,47.9,52.4,79.8,33.1,6.3,3.4,26.7,43.4,13.6,32.6,89,4.7,0.66,1.5,63.9,0.98,48.7,63.6,43.2,46.7
Hard,Hubert Hurkacz,Miomir Kecmanovic,0,61.8,69.8,15.3,2.4,6.3,62.1,78.8,55.0,58.7,88.8,33.9,8.9,2.7,25.5,48.7,15.6,35.6,208,6.1,0.77,2.2,69.8,0.57,51.6,51.6,58.3,52.8,44.1,63.5,5.4,2.9,7.4,60.8,70.0,53.4,57.6,78.5,36.0,9.7,3.5,26.1,51.7,19.5,37.0,230,6.8,0.93,2.5,53.9,1.03,49.5,33.3,45.1,49.1
Hard,Jaume Munar,Taylor Fritz,0,18.2,59.9,4.7,4.4,12.2,63.9,68.7,44.3,50.5,73.2,39.3,7.1,3.4,30.6,52.5,24.0,40.2,87,7.9,1.13,3.2,59.6,1.29,49.4,0.0,35.5,48.8,66.7,68.6,12.5,2.7,7.0,61.5,76.9,55.3,59.5,88.0,36.3,8.0,4.2,26.9,50.7,21.0,39.1,289,6.9,1.01,2.7,69.9,0.59,52.3,64.7,64.3,54.8
Hard,Miomir Kecmanovic,Bu Yunchaokete,1,44.1,63.5,5.4,2.9,7.4,60.8,70.0,53.4,57.6,78.5,36.0,9.7,3.5,26.1,51.7,19.5,37.0,230,6.8,0.93,2.5,53.9,1.03,49.5,33.3,45.1,49.1,60.0,66.3,9.4,2.3,5.4,57.8,74.5,55.2,58.3,82.6,35.5,10.9,2.9,29.4,46.1,20.8,40.2,92,6.1,1.06,2.5,61.3,0.89,50.8,50.0,57.1,51.7
Hard,Karen Khachanov,Gabriel Diallo,1,65.1,66.7,10.5,2.0,5.7,64.1,74.7,52.5,55.7,82.7,36.7,10.8,3.5,26.6,53.6,22.5,40.5,294,6.8,1.12,2.8,60.8,0.86,51.3,68.0,61.3,52.5,57.1,62.6,10.5,3.0,9.4,68.6,70.2,46.2,51.0,80.5,37.3,5.4,3.5,32.4,45.6,21.8,35.3,116,8.3,1.11,2.9,59.8,1.0,50.1,37.5,54.1,51.3
Hard,Jakub Mensik,Alejandro Davidovich Fokina,0,58.6,64.5,13.2,4.0,10.1,60.2,75.5,47.8,53.2,82.6,35.4,8.4,3.9,26.7,49.7,18.9,37.6,205,7.1,0.88,2.7,65.9,0.81,50.1,53.1,55.7,50.7,50.0,63.4,6.6,3.1,9.4,66.9,69.4,51.5,56.8,80.0,37.2,9.8,3.8,27.8,50.6,22.4,41.3,213,6.7,1.1,2.8,63.6,0.99,50.3,33.3,50.0,51.3
Hard,Matteo Arnaldi,Roman Safiullin,1,54.5,62.3,8.5,3.7,8.4,56.4,72.0,49.8,54.4,78.0,36.5,5.2,2.9,29.8,47.5,21.1,38.6,233,7.1,1.03,2.7,58.5,1.09,49.6,61.1,54.0,49.7,46.4,65.1,9.9,3.9,9.8,59.8,75.1,50.3,55.8,80.4,36.6,7.6,4.0,28.5,50.0,19.6,35.4,192,6.9,0.96,2.4,62.0,0.96,50.5,45.5,47.9,50.0
Hard,Jiri Lehecka,Hugo Gaston,1,59.1,65.7,10.9,3.5,9.1,61.2,74.7,51.4,56.5,82.9,34.8,8.1,3.1,27.8,46.2,18.5,36.0,278,6.3,0.9,2.3,66.9,0.83,50.3,63.2,55.0,50.6,40.0,58.5,4.0,3.0,7.4,59.4,65.6,48.0,51.9,69.0,34.6,9.1,3.3,28.1,45.3,17.7,34.7,95,6.3,0.83,2.2,55.1,1.43,46.8,66.7,35.0,43.2
Hard,Ben Shelton,Gael Monfils,1,61.7,69.7,11.6,3.3,11.0,69.6,76.0,55.2,62.0,89.2,32.1,7.3,3.4,24.2,45.3,14.8,35.8,257,5.5,0.77,2.0,73.2,0.57,51.0,54.1,59.2,52.2,56.7,65.3,10.8,5.3,13.3,59.8,74.4,51.6,59.5,82.9,36.4,4.5,3.0,31.0,45.7,20.9,38.2,212,7.1,1.01,2.7,65.5,0.84,50.9,61.1,55.0,52.1
Hard,Aleksandar Kovacevic,Sebastian Korda,0,31.8,64.6,13.0,4.9,11.8,58.7,76.0,48.4,54.8,82.0,31.8,12.7,2.9,24.0,43.6,13.6,34.2,114,5.2,0.68,1.8,69.1,0.89,48.5,28.6,35.1,47.7,63.3,65.3,11.9,2.7,6.7,60.0,74.7,51.2,54.8,81.6,37.7,8.2,4.5,28.3,53.1,23.8,41.2,199,6.6,1.11,2.7,60.7,0.86,51.1,42.9,56.8,52.7
Hard,Jack Draper,Aleksandar Vukic,1,66.7,65.8,10.4,4.3,10.2,57.9,76.9,50.4,56.1,83.9,39.5,7.8,4.0,31.8,51.0,27.4,46.1,284,7.3,1.3,3.4,65.0,0.76,52.5,50.0,64.4,55.7,41.7,63.8,12.6,2.4,5.8,58.1,73.7,50.1,53.2,78.3,33.3,9.0,3.6,25.0,46.2,14.9,35.2,125,5.2,0.73,1.8,57.7,1.05,48.6,75.0,43.3,46.3
Hard,Laslo Djere,Alex Michelsen,0,46.2,61.6,10.1,3.7,10.3,64.5,70.1,46.1,51.4,78.0,36.1,7.3,4.0,24.8,54.5,22.0,39.6,91,7.0,1.03,2.8,67.3,1.03,49.3,44.4,48.6,50.0,57.8,63.8,6.5,3.3,9.8,66.2,70.7,50.4,55.8,80.6,37.9,7.9,4.0,29.9,50.5,25.1,43.1,306,6.8,1.14,2.9,62.2,0.9,51.1,48.3,56.0,53.2
Hard,Jannik Sinner,Nicolas Jarry,1,94.6,71.1,10.4,2.4,6.1,60.8,79.0,58.9,62.7,92.1,41.5,7.3,3.0,32.1,56.8,29.9,41.7,463,8.3,1.38,3.4,76.0,0.38,55.7,83.3,87.1,61.5,41.7,66.9,12.2,3.2,8.6,62.6,77.6,49.1,53.7,82.6,32.6,8.8,2.7,24.3,46.9,13.0,33.3,129,5.4,0.66,1.8,61.2,0.88,49.6,50.0,44.6,47.6
